rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
62,0.240897798538208,0.006349433610475944,0.0612119197845459,0.0033316632669774813,300,0.1,"{'columntransformer__countvectorizer__max_features': 300, 'ridge__alpha': 0.1}",-0.09073741211086621,-0.10252354590155997,-0.09022112860947896,-0.09885742587655572,-0.08840729112861263,-0.0941493607254147,0.005519721351504379,-0.06772235974440007,-0.06669467183934039,-0.06923155931586895,-0.06842611895622905,-0.06992705117703074,-0.06840035220657384,0.0011306102975167708
63,0.23336000442504884,0.0209378226512965,0.05549402236938476,0.007536940994098969,132,0.1,"{'columntransformer__countvectorizer__max_features': 132, 'ridge__alpha': 0.1}",-0.09382696266819035,-0.09752273668099301,-0.08976846497527911,-0.10071866128543971,-0.08892137310903046,-0.09415163974378653,0.004498074961890257,-0.07822707625458393,-0.07721430471998184,-0.08012453423426882,-0.0775293136869124,-0.0801025553450933,-0.07863955684816806,0.0012473689258061529
64,0.24547786712646485,0.02245200759460771,0.0807807445526123,0.011839086002366987,404,0.1,"{'columntransformer__countvectorizer__max_features': 404, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.09993820778624851,-0.08783717804808328,-0.09425637480727869,0.006458186362635085,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06283147964855273,-0.06419415462251075,-0.06284784530997838,0.0011229882593230985
65,0.23257665634155272,0.015834633761602313,0.07021784782409668,0.014463612239131665,400,0.1,"{'columntransformer__countvectorizer__max_features': 400, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.09994851967582706,-0.08783273010886433,-0.09425754759735062,0.006460886316555657,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06304934005464045,-0.06424090159363864,-0.0629007667854215,0.0011366529005601234
66,0.24471039772033693,0.02547190460563866,0.06026425361633301,0.004878049646301728,401,0.1,"{'columntransformer__countvectorizer__max_features': 401, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.09998719370815942,-0.0878620121832068,-0.09427113881868558,0.006461897727465364,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06286517445934593,-0.06421272780248437,-0.06285829890813174,0.0011274178180424256
66,0.24554004669189453,0.016834448917159954,0.06179718971252442,0.01092405067135005,401,0.1,"{'columntransformer__countvectorizer__max_features': 401, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.09998719370815942,-0.0878620121832068,-0.09427113881868558,0.006461897727465364,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06286517445934593,-0.06421272780248437,-0.06285829890813174,0.0011274178180424256
68,0.2886538505554199,0.0823775236066969,0.0633455753326416,0.011912175278201204,282,0.01,"{'columntransformer__countvectorizer__max_features': 282, 'ridge__alpha': 0.01}",-0.09166082997188402,-0.10092836012800119,-0.09076597485305847,-0.09860258140834026,-0.08979723413197457,-0.09435099609865169,0.0045202613727584,-0.06843920413477728,-0.06756658770127388,-0.07068713997845716,-0.06909479060078953,-0.07040490129688164,-0.0692385247424359,0.001175913838315189
69,0.22955222129821778,0.02003502804051619,0.059159469604492185,0.00881595779575822,253,0.01,"{'columntransformer__countvectorizer__max_features': 253, 'ridge__alpha': 0.01}",-0.09096841915288353,-0.10234671949318024,-0.08977747997704316,-0.09795031716682799,-0.09078353911085889,-0.09436529498015876,0.00493905473409587,-0.07104363312196794,-0.06964489273931883,-0.07231051997118262,-0.07081195614761432,-0.07258313729322118,-0.07127882785466097,0.0010685168645450107
70,0.22584056854248047,0.016692246668858594,0.07224464416503906,0.01729272736344475,434,0.1,"{'columntransformer__countvectorizer__max_features': 434, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.10051301621938097,-0.08786368672673314,-0.09437663822963516,0.006557305065946722,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06223418055685467,-0.06382938805697981,-0.06265543217853257,0.0010627881332284364
70,0.23872218132019044,0.009129496199484022,0.048013734817504886,0.004227620153175435,416,0.1,"{'columntransformer__countvectorizer__max_features': 416, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.10051301621938097,-0.08786368672673314,-0.09437663822963516,0.006557305065946722,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06223418055685467,-0.06382938805697981,-0.06265543217853257,0.0010627881332284364
70,0.23635926246643066,0.009825823374838494,0.059062862396240236,0.005161781056834531,424,0.1,"{'columntransformer__countvectorizer__max_features': 424, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.10051301621938097,-0.08786368672673314,-0.09437663822963516,0.006557305065946722,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06223418055685467,-0.06382938805697981,-0.06265543217853257,0.0010627881332284364
70,0.22969522476196289,0.014755321053194267,0.06614112854003906,0.010141757392931208,431,0.1,"{'columntransformer__countvectorizer__max_features': 431, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.10051301621938097,-0.08786368672673314,-0.09437663822963516,0.006557305065946722,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06223418055685467,-0.06382938805697981,-0.06265543217853257,0.0010627881332284364
74,0.21508922576904296,0.015949753217244435,0.06451082229614258,0.01237281603527006,411,0.1,"{'columntransformer__countvectorizer__max_features': 411, 'ridge__alpha': 0.1}",-0.09111165178946679,-0.10386641294569944,-0.0885284234668955,-0.10051301621938097,-0.08792862247322193,-0.09438962537893292,0.006544444594081578,-0.062054773743658385,-0.06121566108225433,-0.06394315745291569,-0.06223418055685467,-0.06390740793736807,-0.06267103615461023,0.0010803375913555596
75,0.23546838760375977,0.019212450041198904,0.05908513069152832,0.010380328171792024,275,0.01,"{'columntransformer__countvectorizer__max_features': 275, 'ridge__alpha': 0.01}",-0.0914773436018242,-0.10215221476942689,-0.0908217507498972,-0.09886015494516948,-0.08871758552458432,-0.09440580991818041,0.005169628024888571,-0.06897971657149508,-0.06804177570901224,-0.0711319607301642,-0.06943700583008727,-0.07090636406099747,-0.06969936458035125,0.001169915015000389
76,0.24664726257324218,0.024434591836701974,0.05955438613891602,0.005450301102096984,331,0.1,"{'columntransformer__countvectorizer__max_features': 331, 'ridge__alpha': 0.1}",-0.091057563744409,-0.10355036170365049,-0.0899527252951965,-0.09831756220670478,-0.08920691430196978,-0.0944170254503861,0.005603449564527035,-0.0660207237806067,-0.06505723201506024,-0.06744311029789696,-0.06672615799147756,-0.06849680532163573,-0.06674880588133544,0.0011772509743915084
77,0.2383884906768799,0.01468228732400073,0.07248592376708984,0.012340014692621413,284,0.01,"{'columntransformer__countvectorizer__max_features': 284, 'ridge__alpha': 0.01}",-0.09168302774923896,-0.10129156724690153,-0.09070802165368226,-0.09871934326168001,-0.089824889653119,-0.09444536991292436,0.0046493958788860895,-0.0682631966686804,-0.06738015724426642,-0.07060494878542266,-0.06904677387108196,-0.07033448889219011,-0.06912591309232831,0.0012203612719577982
78,0.23876652717590333,0.014684052312222742,0.07299618721008301,0.005714483579428489,391,0.1,"{'columntransformer__countvectorizer__max_features': 391, 'ridge__alpha': 0.1}",-0.09127186628908292,-0.10406638054800472,-0.08901981998713769,-0.10023754223102466,-0.08797662159645521,-0.09451444613034103,0.006441143845830411,-0.06247428995297663,-0.0617122113297675,-0.06473760815672379,-0.06333716078894379,-0.06474512279336121,-0.06340127860435459,0.0012089715620294604
79,0.24184045791625977,0.014292092372811404,0.0541783332824707,0.0030763042204823665,356,0.1,"{'columntransformer__countvectorizer__max_features': 356, 'ridge__alpha': 0.1}",-0.09076733499799718,-0.10399315473154505,-0.0897380725255928,-0.09947487605978557,-0.0886832683833481,-0.09453134133965374,0.006087816934801441,-0.06432519411968544,-0.06358264866939753,-0.06646039786236838,-0.06510904916966676,-0.06710532184045905,-0.06531652233231541,0.001306931484502894
80,0.23393287658691406,0.029494267715626677,0.06547198295593262,0.011285097622812148,283,0.001,"{'columntransformer__countvectorizer__max_features': 283, 'ridge__alpha': 0.001}",-0.09171546935322909,-0.10153112008277748,-0.09071163504761934,-0.09872868566993959,-0.08998267115513087,-0.09453391626173928,0.0046866674807896636,-0.0682971914826388,-0.06741930970961593,-0.07062656850268667,-0.06908521373899096,-0.07039996664346611,-0.06916565001547968,0.001222146885289223
81,0.24417076110839844,0.019406299200896027,0.05904836654663086,0.010110994061476008,281,0.001,"{'columntransformer__countvectorizer__max_features': 281, 'ridge__alpha': 0.001}",-0.0917251252352717,-0.10231637419377694,-0.09093111025285969,-0.09888012370026872,-0.08989683096350026,-0.09474991286913545,0.004931429328739476,-0.06848183737425682,-0.06773744031724689,-0.07085873054463439,-0.06911287172761821,-0.07044967844055823,-0.0693281116808629,0.001174176300996489
82,0.22971630096435547,0.025745576005645254,0.058697843551635744,0.00973436145190878,124,0.1,"{'columntransformer__countvectorizer__max_features': 124, 'ridge__alpha': 0.1}",-0.09419796856637447,-0.09775977140030848,-0.09086672146335853,-0.10128153168761972,-0.08964941203807907,-0.09475108103114806,0.00431555819517006,-0.07898284253487951,-0.07858803178068982,-0.08154243615329175,-0.07779289279667824,-0.08062139350939128,-0.07950551935498612,0.0013742102755528677
82,0.2482530117034912,0.02212782957924486,0.05819845199584961,0.010176562003471543,124,0.1,"{'columntransformer__countvectorizer__max_features': 124, 'ridge__alpha': 0.1}",-0.09419796856637447,-0.09775977140030848,-0.09086672146335853,-0.10128153168761972,-0.08964941203807907,-0.09475108103114806,0.00431555819517006,-0.07898284253487951,-0.07858803178068982,-0.08154243615329175,-0.07779289279667824,-0.08062139350939128,-0.07950551935498612,0.0013742102755528677
84,0.26834745407104493,0.05348169336467494,0.07559528350830078,0.030458379777337178,312,0.001,"{'columntransformer__countvectorizer__max_features': 312, 'ridge__alpha': 0.001}",-0.09181191782792986,-0.10306951328625422,-0.09037792277086919,-0.09962985143330959,-0.08979510069098445,-0.09493686120186946,0.0053879695451499515,-0.06704592933133371,-0.06554969952293727,-0.06808302254984147,-0.0675128576507137,-0.06898806907796537,-0.0674359156265583,0.0011440059686889166
85,0.2392796039581299,0.019378502917738794,0.059637022018432614,0.005343017106305941,308,0.01,"{'columntransformer__countvectorizer__max_features': 308, 'ridge__alpha': 0.01}",-0.09175468936231111,-0.10332261338404607,-0.09071730849165667,-0.0991757270063817,-0.08992163797838795,-0.09497839524455672,0.0053172079940157265,-0.06714043924162709,-0.06567951240580171,-0.068377235637173,-0.06780931967420734,-0.06909474427937394,-0.06762025024763661,0.0011644388133244458
86,0.24271411895751954,0.010641402857978757,0.05347299575805664,0.004919356216181237,306,0.001,"{'columntransformer__countvectorizer__max_features': 306, 'ridge__alpha': 0.001}",-0.09182257878456734,-0.10348272005442437,-0.09077736538749355,-0.09948132853500867,-0.08991808830510295,-0.09509641621331938,0.005398978415500705,-0.06715718287543869,-0.0658585513872706,-0.06842338292129312,-0.06784872875687598,-0.06924322479102935,-0.06770621414638155,0.001149985756046723
87,0.24266595840454103,0.015262303319008132,0.05874576568603516,0.013437981909585383,334,0.01,"{'columntransformer__countvectorizer__max_features': 334, 'ridge__alpha': 0.01}",-0.09174861538897572,-0.10519681606324117,-0.0906546398595376,-0.09893224676227892,-0.0895540036737036,-0.09521726434954739,0.00597183616761652,-0.06547643651064912,-0.06422462275886454,-0.06689288469149458,-0.066150842570087,-0.06786445036925146,-0.06612184738006935,0.0012367716756323255
88,0.2563629150390625,0.013072867682004429,0.056359052658081055,0.009383850032118085,395,0.01,"{'columntransformer__countvectorizer__max_features': 395, 'ridge__alpha': 0.01}",-0.09186450420679634,-0.10571342847313141,-0.08932636811982896,-0.10135795339703768,-0.08838100800624105,-0.09532865244060709,0.006935323301888052,-0.06152998788766451,-0.060527831767518046,-0.06358944315979907,-0.062368211506248876,-0.06358016262512914,-0.06231912738927192,0.0011864065433884504
89,0.23010401725769042,0.012269582627472861,0.06459183692932129,0.014127738278644641,382,0.001,"{'columntransformer__countvectorizer__max_features': 382, 'ridge__alpha': 0.001}",-0.09203438740912334,-0.10539864788442947,-0.08981412560416317,-0.10091465980995065,-0.08864787134320698,-0.09536193841017473,0.006610563836602884,-0.062112173578659405,-0.061227954382168784,-0.06455203705246199,-0.06319597594496476,-0.0643087925726049,-0.06307938670617197,0.0012694119710989463
90,0.20974602699279785,0.011957353404935497,0.07511649131774903,0.01318568745783796,402,0.01,"{'columntransformer__countvectorizer__max_features': 402, 'ridge__alpha': 0.01}",-0.0920778897004918,-0.10563033083774208,-0.08928815402675234,-0.10112000053823518,-0.08870117792751063,-0.09536351060614641,0.006791711316441846,-0.06119044964829824,-0.060396625484691685,-0.06319895660888106,-0.06204086129474951,-0.06334311970250117,-0.06203400254782433,0.0011369729875967056
91,0.251664924621582,0.02187822941680387,0.060234451293945314,0.00966049075511697,120,0.001,"{'columntransformer__countvectorizer__max_features': 120, 'ridge__alpha': 0.001}",-0.09426508783646889,-0.09778381095035853,-0.09123468529235354,-0.10209993984362854,-0.09178312233153044,-0.09543332925086798,0.00405674427741789,-0.07901112923130267,-0.07875426509458833,-0.08176915536714476,-0.07837189397666898,-0.0810460315442732,-0.07979049504279559,0.00135536571774539
92,0.22458362579345703,0.011801446030074325,0.07250237464904785,0.014094450187262223,318,0.001,"{'columntransformer__countvectorizer__max_features': 318, 'ridge__alpha': 0.001}",-0.09199050313286553,-0.1056487535875722,-0.09019777046112183,-0.09914228069817105,-0.09035960589955631,-0.09546778275585739,0.006051645663167719,-0.0665472923455015,-0.06506325878544424,-0.06775682643996968,-0.06700193921694275,-0.06869610512613192,-0.067013084382798,0.0012169319920952808
93,0.24354314804077148,0.03414862076406046,0.06954450607299804,0.008348206764093166,331,0.001,"{'columntransformer__countvectorizer__max_features': 331, 'ridge__alpha': 0.001}",-0.09181739068370556,-0.10539509980303119,-0.09049512904163264,-0.09911306503263104,-0.09054035229430944,-0.09547220737106196,0.0059020645022192335,-0.0654928163899174,-0.06452185329485985,-0.06695254352492791,-0.0663611500996115,-0.06805140330642247,-0.06627595332314781,0.0012089190047645025
94,0.2296611785888672,0.016775220953819024,0.06533999443054199,0.01972303425145566,335,0.01,"{'columntransformer__countvectorizer__max_features': 335, 'ridge__alpha': 0.01}",-0.09169480787193672,-0.1051770807724801,-0.09077828810461616,-0.10014672618418273,-0.08972186727136967,-0.09550375404091707,0.006089314480759067,-0.06535310643698956,-0.06424539535261624,-0.06685539701806929,-0.0659588551323168,-0.06782693241153596,-0.06604793727030558,0.0012293655140797146
95,0.2493126392364502,0.02297996650736616,0.06254668235778808,0.007195729116809996,437,0.01,"{'columntransformer__countvectorizer__max_features': 437, 'ridge__alpha': 0.01}",-0.0920778897004918,-0.10563033083774208,-0.08928815402675234,-0.10184526182999293,-0.08877950827494965,-0.09552422893398575,0.006904286982605608,-0.06119044964829824,-0.060396625484691685,-0.06319895660888106,-0.06139288207290187,-0.06296000368591315,-0.0618277835001372,0.001077551409307785
95,0.24166932106018066,0.014842917480730907,0.06856145858764648,0.012975690275294641,439,0.01,"{'columntransformer__countvectorizer__max_features': 439, 'ridge__alpha': 0.01}",-0.0920778897004918,-0.10563033083774208,-0.08928815402675234,-0.10184526182999293,-0.08877950827494965,-0.09552422893398575,0.006904286982605608,-0.06119044964829824,-0.060396625484691685,-0.06319895660888106,-0.06139288207290187,-0.06296000368591315,-0.0618277835001372,0.001077551409307785
95,0.233571195602417,0.012299713310758579,0.06467266082763672,0.0119529759426578,436,0.01,"{'columntransformer__countvectorizer__max_features': 436, 'ridge__alpha': 0.01}",-0.0920778897004918,-0.10563033083774208,-0.08928815402675234,-0.10184526182999293,-0.08877950827494965,-0.09552422893398575,0.006904286982605608,-0.06119044964829824,-0.060396625484691685,-0.06319895660888106,-0.06139288207290187,-0.06296000368591315,-0.0618277835001372,0.001077551409307785
95,0.23485398292541504,0.009539764506249363,0.06071238517761231,0.010242926106476575,433,0.01,"{'columntransformer__countvectorizer__max_features': 433, 'ridge__alpha': 0.01}",-0.0920778897004918,-0.10563033083774208,-0.08928815402675234,-0.10184526182999293,-0.08877950827494965,-0.09552422893398575,0.006904286982605608,-0.06119044964829824,-0.060396625484691685,-0.06319895660888106,-0.06139288207290187,-0.06296000368591315,-0.0618277835001372,0.001077551409307785
99,0.23633780479431152,0.029622354597266334,0.06793665885925293,0.011376820671172667,392,0.001,"{'columntransformer__countvectorizer__max_features': 392, 'ridge__alpha': 0.001}",-0.09221116163428944,-0.10609554712786705,-0.08953165170678949,-0.10158718035566446,-0.08877697796960307,-0.0956405037588427,0.00694056685661964,-0.0615374192775048,-0.06079292349968252,-0.06373408267880752,-0.06250416081730249,-0.06380085718841493,-0.06247388869234245,0.0011876421698897163
100,0.25388355255126954,0.015214082118995116,0.06244988441467285,0.0023617911737744087,428,0.001,"{'columntransformer__countvectorizer__max_features': 428, 'ridge__alpha': 0.001}",-0.09218972982895225,-0.1058435977858838,-0.08938678729839573,-0.10200806277173412,-0.08887057511658851,-0.09565975056031088,0.006949760102543875,-0.06115498675839144,-0.06037332382888755,-0.063169233983231,-0.06136262650577468,-0.06293755043868798,-0.06179954430299452,0.0010781061372254945
100,0.26421341896057127,0.018198924673908136,0.05882220268249512,0.009421861678317725,414,0.001,"{'columntransformer__countvectorizer__max_features': 414, 'ridge__alpha': 0.001}",-0.09218972982895225,-0.1058435977858838,-0.08938678729839573,-0.10200806277173412,-0.08887057511658851,-0.09565975056031088,0.006949760102543875,-0.06115498675839144,-0.06037332382888755,-0.063169233983231,-0.06136262650577468,-0.06293755043868798,-0.06179954430299452,0.0010781061372254945
100,0.2849785327911377,0.09030305401385254,0.07455182075500488,0.0314223304849718,430,0.001,"{'columntransformer__countvectorizer__max_features': 430, 'ridge__alpha': 0.001}",-0.09218972982895225,-0.1058435977858838,-0.08938678729839573,-0.10200806277173412,-0.08887057511658851,-0.09565975056031088,0.006949760102543875,-0.06115498675839144,-0.06037332382888755,-0.063169233983231,-0.06136262650577468,-0.06293755043868798,-0.06179954430299452,0.0010781061372254945
103,0.25612411499023435,0.015822516434898112,0.059616804122924805,0.00948770933035223,411,0.001,"{'columntransformer__countvectorizer__max_features': 411, 'ridge__alpha': 0.001}",-0.09218972982895225,-0.1058435977858838,-0.08938678729839573,-0.10200806277173412,-0.08895015465242508,-0.09567566646747819,0.0069342675875037245,-0.06115498675839144,-0.06037332382888755,-0.063169233983231,-0.06136262650577468,-0.06305320153994208,-0.061822674523245344,0.0011032214358910135
104,0.25031795501708987,0.010072854159188184,0.055091047286987306,0.005559917284733442,358,0.001,"{'columntransformer__countvectorizer__max_features': 358, 'ridge__alpha': 0.001}",-0.091631407121347,-0.10601979805414355,-0.09044968203361219,-0.1006836225266193,-0.08998777849670463,-0.09575445764648535,0.00645087061493159,-0.063564074475205,-0.06282392046817123,-0.06578912912752038,-0.06443700956788101,-0.06613073447159382,-0.06454897362207428,0.0012647785359885852
105,0.22531414031982422,0.008231189757517944,0.06726760864257812,0.01338904751211533,110,0.1,"{'columntransformer__countvectorizer__max_features': 110, 'ridge__alpha': 0.1}",-0.09542049151433521,-0.09988240902244393,-0.09120374140393128,-0.10330500555218247,-0.09126441648274881,-0.09621521279512833,0.004774312538014612,-0.08053392888285517,-0.0814431962437754,-0.0829220744078209,-0.079752533101957,-0.08182499080073401,-0.0812953446874285,0.0010870746328547004
106,0.27753291130065916,0.052872884082665945,0.07389488220214843,0.030595871130889254,113,0.001,"{'columntransformer__countvectorizer__max_features': 113, 'ridge__alpha': 0.001}",-0.09539346337411468,-0.09960878138862296,-0.09144317659441244,-0.10221187116163405,-0.09317005330335443,-0.0963654691644277,0.004002097760499634,-0.0804524737743691,-0.08058476326873498,-0.08251039688334454,-0.07911151752300158,-0.08175140289251384,-0.08088211086839281,0.0011674749155347998
107,0.24544448852539064,0.026114905858213893,0.05563774108886719,0.005203595170332207,116,0.001,"{'columntransformer__countvectorizer__max_features': 116, 'ridge__alpha': 0.001}",-0.09527168095745542,-0.09977567155805091,-0.09207992417499782,-0.10213843189234838,-0.09313229806699194,-0.09647960132996888,0.0038705842481675133,-0.07980140523096896,-0.07986726434278969,-0.08214613974498408,-0.07910365841027223,-0.08171391199140265,-0.08052647594408352,0.0011847373044889089
108,0.24856719970703126,0.018345177689642868,0.05503373146057129,0.0047121058092307305,102,0.1,"{'columntransformer__countvectorizer__max_features': 102, 'ridge__alpha': 0.1}",-0.09672238804891059,-0.10056840103155286,-0.090042807942225,-0.10401797239482406,-0.09302490828312059,-0.09687529554012662,0.005023715961849299,-0.08088377480623621,-0.08251111130245138,-0.08393669009367605,-0.08031453380964837,-0.08340125516425868,-0.08220947303525414,0.001403059479659837
109,0.21784181594848634,0.005674067776920426,0.07428035736083985,0.009273701633177787,108,0.01,"{'columntransformer__countvectorizer__max_features': 108, 'ridge__alpha': 0.01}",-0.09640355051835449,-0.09977499226981676,-0.09131296499060539,-0.10410043633579395,-0.09324383370284492,-0.09696715556348309,0.004580792265651744,-0.0808434377925398,-0.08171203475101674,-0.0835402126981676,-0.07994959227000227,-0.08218290050391044,-0.08164563560312736,0.0012167636668354727
110,0.23447670936584472,0.025041083685086233,0.06305952072143554,0.011371009902507678,103,0.01,"{'columntransformer__countvectorizer__max_features': 103, 'ridge__alpha': 0.01}",-0.09676032490372329,-0.10057135471432245,-0.09023700977054615,-0.10404129552539514,-0.09373319532079495,-0.0970686360469564,0.004873978999632503,-0.08086861275258284,-0.08255108832818141,-0.083869818368857,-0.08011838675014275,-0.08295749936663457,-0.08207308111327971,0.0013791682562431578
111,0.23781614303588866,0.01646339298698901,0.05940356254577637,0.0020593361653008157,106,0.001,"{'columntransformer__countvectorizer__max_features': 106, 'ridge__alpha': 0.001}",-0.09649562932857625,-0.0999736242931831,-0.09090766688347982,-0.10408272372763139,-0.0939294574880784,-0.0970778203441898,0.004599484334215544,-0.08090900004884459,-0.08193883740011106,-0.08389508380141544,-0.0799522437980049,-0.08245176785265763,-0.08182938658020672,0.0013444120894926508
112,0.2383275032043457,0.012270905928519912,0.056842041015625,0.0070392557765587985,102,0.01,"{'columntransformer__countvectorizer__max_features': 102, 'ridge__alpha': 0.01}",-0.09674381127194832,-0.10060082590959182,-0.09024367154028286,-0.10416115693808489,-0.09452619486372815,-0.09725513210472721,0.004811568824010856,-0.08087068087092743,-0.08251942202974588,-0.08393551313082379,-0.08030498010100492,-0.08340537039973447,-0.0822071933064473,0.001408892125545611
113,0.2278306484222412,0.012597434747236923,0.061534786224365236,0.009532061828103334,424,100.0,"{'columntransformer__countvectorizer__max_features': 424, 'ridge__alpha': 100.0}",-0.10765258073844342,-0.10855348603435108,-0.09285715555185485,-0.11190450865184341,-0.09295019835233932,-0.10278358586576641,0.00819047764494029,-0.09683838694490317,-0.09706728134383685,-0.10033551344344582,-0.09633112823168553,-0.10051010311231254,-0.09821648261523679,0.0018179856449302182
114,0.25241432189941404,0.03970507158487082,0.05775160789489746,0.014804835374039418,377,100.0,"{'columntransformer__countvectorizer__max_features': 377, 'ridge__alpha': 100.0}",-0.10764837175164375,-0.1085590934203256,-0.09286321109458245,-0.11190012601229614,-0.09295054127477455,-0.1027842687107245,0.008188241968448187,-0.09685393892791798,-0.09708257053089245,-0.10036308607709417,-0.09636114404285824,-0.10053666336465526,-0.09823948058868362,0.0018206077958498909
115,0.22514643669128417,0.026834473920971418,0.06932039260864258,0.015310896473690525,280,100.0,"{'columntransformer__countvectorizer__max_features': 280, 'ridge__alpha': 100.0}",-0.10764687608268823,-0.10859780783922912,-0.09287770302143619,-0.11192115765309674,-0.0929596117938998,-0.10280063127807001,0.008192527275746103,-0.09693328637552093,-0.0971531056745595,-0.10043149526575704,-0.0964265752425501,-0.10060890010057075,-0.09831067253179167,0.0018202590625829391
116,0.2426901340484619,0.010310132991692545,0.06386184692382812,0.004407669276906667,266,100.0,"{'columntransformer__countvectorizer__max_features': 266, 'ridge__alpha': 100.0}",-0.10764741710316483,-0.10859869829957396,-0.09288033427992126,-0.1119258706109201,-0.09296126053972481,-0.102802716166661,0.008192733295137427,-0.09694544635041574,-0.0971694181364637,-0.10044061348937601,-0.096437665255761,-0.10062156973772973,-0.09832294259394922,0.001819373627615528
117,0.23358964920043945,0.008528628801340032,0.06281466484069824,0.010899542412927597,264,100.0,"{'columntransformer__countvectorizer__max_features': 264, 'ridge__alpha': 100.0}",-0.10764754784481964,-0.10860044722265984,-0.09287892505486377,-0.1119298752840425,-0.09296194364281847,-0.10280374780984085,0.008194065431964095,-0.09694667103268377,-0.09716848059184448,-0.1004438262344447,-0.0964392433696679,-0.10062393266413712,-0.0983244307785556,0.001820325264251822
118,0.24702105522155762,0.010213220998900934,0.054786396026611325,0.0032138300341002807,227,100.0,"{'columntransformer__countvectorizer__max_features': 227, 'ridge__alpha': 100.0}",-0.10763728268176356,-0.10860416185840413,-0.09290118909616946,-0.11194105859463925,-0.09297974074264218,-0.10281268659472372,0.008186204191144504,-0.09702071567602821,-0.09721109842433266,-0.10050929591874767,-0.09649604691298211,-0.10068618300953922,-0.09838466798832599,0.0018229391780081453
119,0.22873568534851074,0.017162185553743117,0.056627655029296876,0.005303486072062355,234,100.0,"{'columntransformer__countvectorizer__max_features': 234, 'ridge__alpha': 100.0}",-0.10764224224613307,-0.10860517918667759,-0.09290767850945397,-0.1119370206302431,-0.09298510725788493,-0.10281544556607854,0.00818317190997651,-0.09700709435357727,-0.09720113903723981,-0.10049695397276032,-0.09648532945672766,-0.10067694096362334,-0.09837349155678568,0.0018232706691566351
120,0.2397843837738037,0.009070208640255921,0.060883378982543944,0.006453845525906575,211,100.0,"{'columntransformer__countvectorizer__max_features': 211, 'ridge__alpha': 100.0}",-0.10766133018910494,-0.10864245769524564,-0.09289589362081402,-0.11199956415274802,-0.09299623475087823,-0.10283909608175816,0.008204831716017583,-0.09704782006548746,-0.09724635091393843,-0.10054763522382824,-0.09652417556785384,-0.10072191446058604,-0.09841757924633879,0.0018264770875487406
121,0.2210092544555664,0.022426255273976074,0.06221761703491211,0.011705733918644176,207,100.0,"{'columntransformer__countvectorizer__max_features': 207, 'ridge__alpha': 100.0}",-0.10765961944171513,-0.10864025862262476,-0.09289041104179012,-0.11202348282981885,-0.09304107139466859,-0.10285096866612349,0.008200253767163556,-0.09705092515201837,-0.09725858284434864,-0.10056308996542762,-0.09653331891234936,-0.10073693670984328,-0.09842857071679746,0.0018299444967932606
121,0.23331780433654786,0.02016904040997915,0.05894722938537598,0.005678147381012995,207,100.0,"{'columntransformer__countvectorizer__max_features': 207, 'ridge__alpha': 100.0}",-0.10765961944171513,-0.10864025862262476,-0.09289041104179012,-0.11202348282981885,-0.09304107139466859,-0.10285096866612349,0.008200253767163556,-0.09705092515201837,-0.09725858284434864,-0.10056308996542762,-0.09653331891234936,-0.10073693670984328,-0.09842857071679746,0.0018299444967932606
123,0.24037575721740723,0.016680420406099374,0.06083998680114746,0.005767217421402256,184,100.0,"{'columntransformer__countvectorizer__max_features': 184, 'ridge__alpha': 100.0}",-0.10770916429135778,-0.10868086590823893,-0.09293239548276996,-0.11205792092664413,-0.0930924800208222,-0.1028945653259666,0.0081970046700541,-0.09712355051309444,-0.09730391477395048,-0.10060298358067887,-0.09660616681343581,-0.10078596832049559,-0.09848451680033103,0.0018198257967213672
